animal_id	animal_type	sex	primary_bree	dob	secondary_	kennel_no	impound_no	intake_type	intake_subtype	intake_date	s_n_date	intake_cond	weight	weight_1_week	outcome_type	outcome_subtype	outcome_date	due_out_date	outcome_cond	days_old	dob_abs	intake_date_abs	outcome_date_abs	days_intake_to_s_n_date	location_1	location_1_date	location_2	location_2_date	behavior_cond	outcome_behavior_cond	euth_reason	intake_date_form_2	los	los_1	los_2	age_s_n_date	weight_difference	in_to_due_out_date_diff	due_out_to_outcome_date_diff
A163207	CAT	N	DOMESTIC SH	2005-01-11 00:00:00		C61	K17-047284	STRAY	UNHEALTH	2017-01-05 00:00:00		CMUU 5	7.75		EUTH	UNHEALTHY	2017-01-11 00:00:00	2017-01-10 00:00:00	CMUU 5	4377.0					RECEIVING	2017-01-05 16:02:00	RECEIVING	2017-01-05 16:08:00			UNHEALTHY	2017-01-05 00:00:00	6.0	0.66806	0.00417			5.0	1.0
A163209	CAT	S	DOMESTIC SH	2015-07-12 00:00:00		C11	K17-047286	STRAY	REHAB	2017-01-05 00:00:00	2017-01-12 00:00:00	CBTR 1	7.0		ADOPTION	REHAB	2017-01-17 00:00:00	2017-01-10 00:00:00	CBTR 1	543.0					RECEIVING	2017-01-05 16:15:00	SURG HOLD	2017-01-12 12:43:00				2017-01-05 00:00:00	12.0	0.67708	6.85278	550.0		5.0	7.0
A163211	DOG	S	PUG	2006-01-06 00:00:00	BEAGLE	23	K17-047287	STRAY	HEALTHY	2017-01-05 00:00:00		NORMAL	22.1		RTO	HEALTHY	2017-01-06 00:00:00	2017-01-10 00:00:00	NORMAL	4017.0					RECEIVING	2017-01-05 16:23:00	RECEIVING	2017-01-05 16:23:00				2017-01-05 00:00:00	1.0	0.68264	0.0			5.0	-4.0
A163224	CAT	F	DOMESTIC LH			VET	K17-047288	STRAY	UNHEALTH	2017-01-06 00:00:00		CMUU 2			EUTH	UNHEALTHY	2017-01-11 00:00:00	2017-01-11 00:00:00	CMUU 2												UNHEALTHY	2017-01-06 00:00:00	5.0					5.0	0.0
A163226	CAT	N	DOMESTIC SH	2012-01-12 00:00:00		ISO CAT	K17-047290	STRAY	REHAB	2017-01-06 00:00:00	2017-01-14 00:00:00	CMTR 19	6.13		ADOPTION	REHAB	2017-01-20 00:00:00	2017-01-11 00:00:00	CMTR 19	1821.0					RECEIVING	2017-01-06 11:08:00	RECEIVING	2017-01-06 11:19:00				2017-01-06 00:00:00	14.0	0.46389	0.00764	1829.0		5.0	9.0
A163234	CAT	M	DOMESTIC SH			C51	K17-047293	STRAY	UNHEALTH	2017-01-06 00:00:00		CMUU 2			EUTH	UNHEALTHY	2017-01-11 00:00:00	2017-01-11 00:00:00	CMUU 2						RECEIVING	2017-01-06 15:44:00	RECEIVING	2017-01-06 16:05:00			UNHEALTHY	2017-01-06 00:00:00	5.0	0.65556	0.01458			5.0	0.0
A160197	KITTEN	N	DOMESTIC SH	2016-09-05 00:00:00		C43	K17-047297	FOSTER-VO	UNHEALTH	2017-01-07 00:00:00	2017-01-12 00:00:00	CBUU 1	4.94		ADOPTION	UNHEALTHY	2017-01-12 00:00:00	2017-01-07 13:08:00	CBUU 1	124.0												2017-01-07 00:00:00	5.0			129.0		0.54722	4.45278
A005989	DOG	S	LEONBERGER	2006-01-27 00:00:00	MIX	19	K17-047298	STRAY	HEALTHY	2017-01-08 00:00:00		NORMAL	107.0		RTO	HEALTHY	2017-01-09 00:00:00	2017-01-18 00:00:00	NORMAL	3999.0					RECEIVING	2017-01-08 08:42:00	RECEIVING	2017-01-08 08:42:00				2017-01-08 00:00:00	1.0	0.3625	0.0			10.0	-9.0
A163274	DOG	M	AM PIT BULL TER			1	K17-047302	STRAY	UNHEALTH	2017-01-09 00:00:00		DBUU 6	76.2		EUTH	UNHEALTHY	2017-01-18 00:00:00	2017-01-13 00:00:00	DBUU 6						RECEIVING	2017-01-09 10:17:00	24	2017-01-09 11:03:00			UNHEALTHY	2017-01-09 00:00:00	9.0	0.42847	0.03194			4.0	5.0
A163279	DOG	N	LABRADOR RETR	2016-03-10 00:00:00		23	K17-047303	STRAY	HEALTHY	2017-01-09 00:00:00		NORMAL	68.2		RTO	HEALTHY	2017-01-10 00:00:00	2017-01-13 00:00:00	NORMAL	305.0					RECEIVING	2017-01-09 10:39:00	RECEIVING	2017-01-09 10:39:00				2017-01-09 00:00:00	1.0	0.44375	0.0			4.0	-3.0
A163281	CAT	S	DOMESTIC SH	2013-01-14 00:00:00		C12	K17-047304	STRAY	REHAB	2017-01-09 00:00:00		CMTR 1			ADOPTION	REHAB	2017-01-17 00:00:00	2017-01-13 00:00:00	CMTR 1	1456.0					C53	2017-01-09 11:47:00	C53	2017-01-14 16:02:00				2017-01-09 00:00:00	8.0	0.49097	5.17708			4.0	4.0
A163282	DOG	F	GERM SHEPHERD	2007-01-09 00:00:00	MIX	20	K17-047305	STRAY	HEALTHY	2017-01-09 00:00:00		NORMAL	73.7		RTO	HEALTHY	2017-01-09 00:00:00	2017-01-19 07:00:00	NORMAL	3653.0					RECEIVING	2017-01-09 12:10:00	RECEIVING	2017-01-09 12:10:00				2017-01-09 00:00:00	0.0	0.50694	0.0			10.29167	-10.29167
A163288	DOG	M	GERM SHEPHERD		CHINESE SHARPEI	17	K17-047306	STRAY	UNHEALTH	2017-01-09 00:00:00		DBUU 2	65.5		EUTH	UNHEALTHY	2017-01-14 00:00:00	2017-01-13 07:00:00	DBUU 2						RECEIVING	2017-01-09 15:02:00	RECEIVING	2017-01-09 15:02:00			UNHEALTHY	2017-01-09 00:00:00	5.0	0.62639	0.0			4.29167	0.70833
A151013	CAT	S	DOMESTIC SH	2010-06-04 00:00:00		C14	K17-047308	RETURN<365	MANAGEAB	2017-01-09 00:00:00		CMTM 5	7.69		ADOPTION	MANAGEABLE	2017-02-11 00:00:00	2017-01-09 00:00:00	CMTM 5	2411.0					RECEIVING	2017-01-09 16:25:00	C59	2017-01-27 12:34:00				2017-01-09 00:00:00	33.0	0.68403	17.83958			0.0	33.0
A163297	DOG	S	AUST SHEPHERD	2015-01-18 00:00:00	MIX	39	K17-047309	STRAY	REHAB	2017-01-09 00:00:00	2017-01-19 00:00:00	DBTR 1	43.0		TRANS OTH	REHAB	2017-01-19 00:00:00	2017-01-13 00:00:00	DBTR 1	722.0					RECEIVING	2017-01-09 16:39:00	6	2017-01-18 13:21:00				2017-01-09 00:00:00	10.0	0.69375	8.8625	732.0		4.0	6.0
A163310	CAT	S	DOMESTIC SH	2016-01-18 00:00:00		C07	K17-047310	STRAY	HEALTHY	2017-01-10 00:00:00	2017-01-18 00:00:00	CMH	6.25		ADOPTION	HEALTHY	2017-01-19 00:00:00	2017-01-14 00:00:00	CMH	358.0					STRAY CAT	2017-01-10 09:45:00	C34	2017-01-18 12:12:00				2017-01-10 00:00:00	9.0	0.40625	8.10208	366.0		4.0	5.0
A083987	DOG	N	SCHNAUZER MIN	2010-02-06 00:00:00	MIX	20	K17-047311	STRAY	HEALTHY	2017-01-10 00:00:00		NORMAL	16.8		RTO	HEALTHY	2017-01-10 00:00:00	2017-01-20 00:00:00	NORMAL	2530.0					RECEIVING	2017-01-10 13:15:00	RECEIVING	2017-01-10 13:15:00				2017-01-10 00:00:00	0.0	0.55208	0.0			10.0	-10.0
A104731	DOG	F	LABRADOR RETR	2011-11-22 00:00:00		8	K17-047312	STRAY	MANAGEAB	2017-01-10 00:00:00		DMTM 9			RTO	MANAGEABLE	2017-01-11 00:00:00	2017-01-14 00:00:00	DMTM 9	1876.0												2017-01-10 00:00:00	1.0					4.0	-3.0
A104732	DOG	F	LABRADOR RETR	2011-01-22 00:00:00		9	K17-047313	STRAY	HEALTHY	2017-01-10 00:00:00		NORMAL	75.6		RTO	HEALTHY	2017-01-11 00:00:00	2017-01-14 00:00:00	NORMAL	2180.0												2017-01-10 00:00:00	1.0					4.0	-3.0
A163340	CAT	M	DOMESTIC SH			ISO CAT	K17-047314	STRAY	UNHEALTH	2017-01-10 00:00:00		CMUU 9			EUTH	UNHEALTHY	2017-01-14 00:00:00	2017-01-14 00:00:00	CMUU 9						RECEIVING	2017-01-10 16:51:00	RECEIVING	2017-01-10 17:00:00			UNHEALTHY	2017-01-10 00:00:00	4.0	0.70208	0.00625			4.0	0.0
A163341	CAT	M	DOMESTIC SH			C46	K17-047315	STRAY	MANAGEAB	2017-01-10 00:00:00		CBTM 1	3.19		TRANS CAT	MANAGEABLE	2017-01-19 00:00:00	2017-01-14 00:00:00	CBTM 1						RECEIVING	2017-01-10 16:59:00	RECEIVING	2017-01-10 17:12:00				2017-01-10 00:00:00	9.0	0.70764	0.00903			4.0	5.0
A163342	CAT	F	DOMESTIC SH			C49	K17-047316	STRAY	UNHEALTH	2017-01-10 00:00:00		CBUU 1	3.06		RESCUE OTH	UNHEALTHY	2017-01-20 00:00:00	2017-01-14 00:00:00	CBUU 1						RECEIVING	2017-01-10 17:00:00	RECEIVING	2017-01-10 17:09:00				2017-01-10 00:00:00	10.0	0.70833	0.00625			4.0	6.0
A163358	DOG	S	AUST CATTLE DOG	2005-08-31 00:00:00		23	K17-047318	STRAY	HEALTHY	2017-01-11 00:00:00		NORMAL	66.2		RTO	HEALTHY	2017-01-12 00:00:00	2017-01-15 00:00:00	NORMAL	4151.0					STRAY DOGS	2017-01-11 14:42:00	STRAY DOGS	2017-01-11 14:42:00				2017-01-11 00:00:00	1.0	0.6125	0.0			4.0	-3.0
A163364	OTHER	F	RABBIT SH			FOSTER	K17-047319	STRAY	HEALTHY	2017-01-12 00:00:00		NORMAL			RESCUE OTH	HEALTHY	2017-01-17 00:00:00	2017-01-17 00:00:00	NORMAL						RECEIVING	2017-01-12 09:38:00	RECEIVING	2017-01-12 09:47:00				2017-01-12 00:00:00	5.0	0.40139	0.00625			5.0	0.0
A083987	DOG	N	SCHNAUZER MIN	2010-02-06 00:00:00	MIX	20	K17-047320	STRAY	HEALTHY	2017-01-12 00:00:00		NORMAL	16.8		RTO	HEALTHY	2017-01-12 00:00:00	2017-01-21 00:00:00	NORMAL	2532.0					RECEIVING	2017-01-12 10:41:00	RECEIVING	2017-01-12 10:42:00				2017-01-12 00:00:00	0.0	0.44514	0.00069			9.0	-9.0
A163391	CAT	F	DOMESTIC SH			C43	K17-047324	STRAY	UNHEALTH	2017-01-13 00:00:00		CBUU 1			RESCUE OTH	UNHEALTHY	2017-01-20 00:00:00	2017-01-19 00:00:00	CBUU 1						RECEIVING	2017-01-13 12:35:00	RECEIVING	2017-01-13 12:36:00				2017-01-13 00:00:00	7.0	0.52431	0.00069			6.0	1.0
A163398	DOG	N	PUG	2006-01-14 00:00:00	BEAGLE	23	K17-047325	STRAY	HEALTHY	2017-01-13 00:00:00		NORMAL	23.4		RTO	HEALTHY	2017-01-14 00:00:00	2017-01-19 00:00:00	NORMAL	4017.0					RECEIVING	2017-01-13 16:22:00	RECEIVING	2017-01-13 16:23:00				2017-01-13 00:00:00	1.0	0.68194	0.00069			6.0	-5.0
A163406	DOG	F	TR WALKER HOUND	2014-01-24 00:00:00	MIX	38	K17-047326	STRAY	MANAGEAB	2017-01-14 00:00:00		DBTM 4	37.8		TRANS OHS	MANAGEABLE	2017-01-31 00:00:00	2017-01-20 00:00:00	DBTM 4	1086.0					RECEIVING	2017-01-14 10:40:00	2	2017-01-24 16:25:00				2017-01-14 00:00:00	17.0	0.44444	10.23958			6.0	11.0
A163410	DOG	N	GERM SHEPHERD	2015-01-14 00:00:00	BORDER COLLIE	19	K17-047327	STRAY	UNHEALTH	2017-01-14 00:00:00		DBUU 6	59.2		TRANS OHS	UNHEALTHY	2017-02-14 00:00:00	2017-01-25 00:00:00	DBUU 6	731.0					RECEIVING	2017-01-14 13:11:00	RECEIVING	2017-01-14 13:11:00				2017-01-14 00:00:00	31.0	0.54931	0.0			11.0	20.0
A163418	DOG	N	CAIRN TERRIER	2010-01-14 00:00:00		16	K17-047329	STRAY	HEALTHY	2017-01-14 00:00:00		NORMAL	19.4		RTO	HEALTHY	2017-01-14 00:00:00	2017-01-20 00:00:00	NORMAL	2557.0												2017-01-14 00:00:00	0.0					6.0	-6.0
A161646	DOG	N	BICHON FRISE	2003-11-12 00:00:00		24	K17-047330	PRO CUST	HEALTHY	2017-01-14 00:00:00		NORMAL	20.8		RTO	HEALTHY	2017-01-19 00:00:00	2017-01-31 00:00:00	NORMAL	4812.0												2017-01-14 00:00:00	5.0					17.0	-12.0
A163450	CAT	N	DOMESTIC LH	2016-04-24 00:00:00		C51	K17-047337	STRAY	REHAB	2017-01-17 00:00:00		CBTR 4	8.69		RTO	REHAB	2017-01-24 00:00:00	2017-01-21 00:00:00	CBTR 4	268.0					RECEIVING	2017-01-17 12:02:00	RECEIVING	2017-01-17 12:02:00				2017-01-17 00:00:00	7.0	0.50139	0.0			4.0	3.0
A163460	CAT	S	DOMESTIC SH			C53	K17-047339	STRAY	REHAB	2017-01-17 00:00:00		CBTR 4	11.19		TRANS CAT	REHAB	2017-01-26 00:00:00	2017-01-21 00:00:00	CBTR 4						STRAY CAT	2017-01-17 16:21:00	STRAY CAT	2017-01-17 16:21:00				2017-01-17 00:00:00	9.0	0.68125	0.0			4.0	5.0
A163462	CAT	S	DOMESTIC SH	2015-01-24 00:00:00		C07	K17-047340	STRAY	HEALTHY	2017-01-17 00:00:00		CMH	8.75		ADOPTION	HEALTHY	2017-01-26 00:00:00	2017-01-21 00:00:00	CMH	724.0					STRAY CAT	2017-01-17 16:31:00	C40	2017-01-24 16:36:00				2017-01-17 00:00:00	9.0	0.68819	7.00347			4.0	5.0
A140155	DOG	N	SIBERIAN HUSKY	2015-03-14 00:00:00		Q54	K17-047341	SEIZED	UNHEALTH	2017-01-18 00:00:00		AGGRESSIVE	79.2		RTO	UNHEALTHY	2017-01-28 00:00:00	2017-02-28 00:00:00	AGGRESSIVE	676.0					RECEIVING	2017-01-18 12:10:00	RECEIVING	2017-01-18 12:11:00				2017-01-18 00:00:00	10.0	0.50694	0.00069			41.0	-31.0
A125512	DOG	S	SIBERIAN HUSKY	2014-05-29 00:00:00		Q55	K17-047342	SEIZED	UNHEALTH	2017-01-18 00:00:00		AGGRESSIVE	50.3		RTO	UNHEALTHY	2017-01-28 00:00:00	2017-02-28 00:00:00	AGGRESSIVE	965.0					RECEIVING	2017-01-18 12:10:00	RECEIVING	2017-01-18 12:47:00				2017-01-18 00:00:00	10.0	0.50694	0.02569			41.0	-31.0
A163478	CAT	U	DOMESTIC SH			FREEZER	K17-047344	STRAY	HEALTHY	2017-01-18 00:00:00		NORMAL			EUTH	UNHEALTHY	2017-01-19 00:00:00	2017-01-23 00:00:00	CMUU 2						RECEIVING	2017-01-18 17:14:00	VET	2017-01-18 17:58:00			UNHEALTHY	2017-01-18 00:00:00	1.0	0.71806	0.03056			5.0	-4.0
A163477	CAT	U	DOMESTIC MH			C61	K17-047345	STRAY	UNHEALTH	2017-01-18 00:00:00		CBUU 1	4.44		RESCUE OTH	UNHEALTHY	2017-01-25 00:00:00	2017-01-22 00:00:00	CBUU 1						STRAY CAT	2017-01-18 17:15:00	STRAY CAT	2017-01-18 17:19:00				2017-01-18 00:00:00	7.0	0.71875	0.00278			4.0	3.0
A163479	CAT	N	DOMESTIC SH	2016-06-24 00:00:00		SURG HOLD	K17-047346	STRAY	HEALTHY	2017-01-18 00:00:00	2017-01-24 00:00:00	CMH	6.56		FOSTER-VO	HEALTHY	2017-01-24 00:00:00	2017-01-22 00:00:00	CMH	208.0					RECEIVING	2017-01-18 17:19:00	C48	2017-01-24 10:50:00				2017-01-18 00:00:00	6.0	0.72153	5.72986	214.0		4.0	2.0
A076945	DOG	S	SHIH TZU	2010-07-04 00:00:00		5	K17-047348	STRAY	HEALTHY	2017-01-19 00:00:00		NORMAL	12.2		RTO	HEALTHY	2017-01-19 00:00:00	2017-01-28 00:00:00	NORMAL	2391.0					RECEIVING	2017-01-19 11:31:00	RECEIVING	2017-01-19 11:31:00				2017-01-19 00:00:00	0.0	0.47986	0.0			9.0	-9.0
A163497	CAT	N	DOMESTIC SH			C34	K17-047350	STRAY	REHAB	2017-01-19 00:00:00		CBTR 1	9.81		TRANS CAT	REHAB	2017-01-26 00:00:00	2017-01-24 00:00:00	CBTR 1						RECEIVING	2017-01-19 13:04:00	RECEIVING	2017-01-19 13:10:00				2017-01-19 00:00:00	7.0	0.54444	0.00417			5.0	2.0
A163499	CAT	F	DOMESTIC SH			C32	K17-047351	STRAY	HEALTHY	2017-01-19 00:00:00		CBH	8.81		TRANS CAT	HEALTHY	2017-01-26 00:00:00	2017-01-24 00:00:00	CBH						RECEIVING	2017-01-19 13:56:00	RECEIVING	2017-01-19 13:57:00				2017-01-19 00:00:00	7.0	0.58056	0.00069			5.0	2.0
A155241	DOG	S	BRUSS GRIFFON	2009-05-21 00:00:00		23	K17-047352	STRAY	HEALTHY	2017-01-19 00:00:00		NORMAL			RTO	HEALTHY	2017-01-19 00:00:00	2017-01-28 00:00:00	NORMAL	2800.0					RECEIVING	2017-01-19 14:26:00	RECEIVING	2017-01-19 14:26:00				2017-01-19 00:00:00	0.0	0.60139	0.0			9.0	-9.0
A163500	DOG	F	LABRADOR RETR	2004-01-19 00:00:00		3	K17-047353	STRAY	HEALTHY	2017-01-19 00:00:00		NORMAL	127.0		RTO	HEALTHY	2017-01-20 00:00:00	2017-01-24 00:00:00	NORMAL	4749.0					RECEIVING	2017-01-19 14:53:00	RECEIVING	2017-01-19 16:02:00				2017-01-19 00:00:00	1.0	0.62014	0.04792			5.0	-4.0
A163501	CAT	F	DOMESTIC SH			STRAY CAT	K17-047354	STRAY	REHAB	2017-01-19 00:00:00		CMTR 19			TRANS CAT	REHAB	2017-01-24 00:00:00	2017-01-24 00:00:00	CMTR 19						RECEIVING	2017-01-19 15:24:00	RECEIVING	2017-01-19 15:37:00				2017-01-19 00:00:00	5.0	0.64167	0.00903			5.0	0.0
A076058	DOG	N	LABRADOR RETR	2010-08-14 00:00:00		RECEIVING	K17-047355	STRAY	HEALTHY	2017-01-19 00:00:00		NORMAL			RTO	HEALTHY	2017-01-19 00:00:00	2017-01-28 00:00:00	NORMAL	2350.0												2017-01-19 00:00:00	0.0					9.0	-9.0
A163504	CAT	N	DOMESTIC SH			RECEIVING	K17-047356	PRO CUST	UNHEALTH	2017-01-19 00:00:00		CMUU 5			EUTH	UNHEALTHY	2017-01-19 00:00:00	2017-01-19 00:00:00	CMUU 5												UNHEALTHY	2017-01-19 00:00:00	0.0					0.0	0.0
A163503	CAT	N	DOMESTIC SH			RECEIVING	K17-047357	PRO CUST	UNHEALTH	2017-01-19 00:00:00		CMUU 5	9.88		EUTH	UNHEALTHY	2017-01-19 00:00:00	2017-01-19 17:20:00	CMUU 5												UNHEALTHY	2017-01-19 00:00:00	0.0					0.72222	-0.72222
A163510	DOG	N	LABRADOR RETR			13	K17-047358	PRO CUST	UNHEALTH	2017-01-20 00:00:00		DMUU 5			EUTH	UNHEALTHY	2017-01-25 00:00:00	2017-01-25 00:00:00	DMUU 5						RECEIVING	2017-01-20 09:23:00	VET	2017-01-20 09:31:00			UNHEALTHY	2017-01-20 00:00:00	5.0	0.39097	0.00556			5.0	0.0
A135414	DOG	S	AM PIT BULL TER	2014-11-01 00:00:00	BOXER	28	K17-047362	RETURN <30	MANAGEAB	2017-01-20 00:00:00		DBTM 5			TRANS OHS	MANAGEABLE	2017-01-31 00:00:00	2017-01-20 12:57:00	DBTM 5	811.0					RECEIVING	2017-01-20 12:57:00	RECEIVING	2017-01-20 13:15:00				2017-01-20 00:00:00	11.0	0.53958	0.0125			0.53958	10.46042
A160257	DOG	S	BOXER	2015-04-19 00:00:00		40	K17-047363	RETURN<365	REHAB	2017-01-20 00:00:00	2016-10-20 00:00:00	DMTR 9	50.2		ADOPTION	REHAB	2017-01-25 00:00:00	2017-01-20 14:08:00	DMTR 9	642.0					RECEIVING	2017-01-20 14:08:00	7	2017-01-24 17:20:00				2017-01-20 00:00:00	5.0	0.58889	4.13333	550.0		0.58889	4.41111
A163536	DOG	M	CHIHUAHUA SH	2016-05-23 00:00:00		9	K17-047364	STRAY	HEALTHY	2017-01-20 00:00:00		NORMAL	5.4		RTO	HEALTHY	2017-01-23 00:00:00	2017-01-25 00:00:00	NORMAL	242.0					RECEIVING	2017-01-20 16:31:00	RECEIVING	2017-01-20 16:31:00				2017-01-20 00:00:00	3.0	0.68819	0.0			5.0	-2.0
A163545	CAT	M	DOMESTIC SH			C57	K17-047366	STRAY	REHAB	2017-01-21 00:00:00		CBTR 1			TRANS CAT	REHAB	2017-02-02 00:00:00	2017-01-26 00:00:00	CBTR 1						STRAY CAT	2017-01-21 09:51:00	STRAY CAT	2017-01-21 09:56:00				2017-01-21 00:00:00	12.0	0.41042	0.00347			5.0	7.0
A163550	CAT	N	DOMESTIC SH	2013-02-08 00:00:00		C19	K17-047367	STRAY	REHAB	2017-01-21 00:00:00	2017-02-09 00:00:00	CMTR 1	8.88		ADOPTION	REHAB	2017-02-18 00:00:00	2017-02-08 00:00:00	CMTR 1	1443.0					RECEIVING	2017-01-21 12:46:00	C36	2017-02-09 14:12:00				2017-01-21 00:00:00	28.0	0.53194	19.05972	1462.0		18.0	10.0
A163551	CAT	N	SIAMESE	2013-02-08 00:00:00		C02	K17-047368	STRAY	MANAGEAB	2017-01-21 00:00:00	2017-02-09 00:00:00	CMTM 8	10.56		ADOPTION	MANAGEABLE	2017-02-10 00:00:00	2017-02-08 00:00:00	CMTM 8	1443.0					RECEIVING	2017-01-21 12:48:00	C38	2017-02-09 14:15:00				2017-01-21 00:00:00	20.0	0.53333	19.06042	1462.0		18.0	2.0
A163553	CAT	M	DOMESTIC LH			ISO CAT	K17-047369	STRAY	MANAGEAB	2017-01-21 00:00:00		CMTM 9	11.38		TRANS CAT	MANAGEABLE	2017-02-02 00:00:00	2017-01-26 00:00:00	CMTM 9						STRAY CAT	2017-01-21 13:51:00	C30	2017-01-26 17:21:00				2017-01-21 00:00:00	12.0	0.57708	5.14583			5.0	7.0
A163562	DOG	S	GOLDEN RETR	2015-01-28 00:00:00	POODLE STND	26	K17-047370	STRAY	REHAB	2017-01-21 00:00:00	2017-02-02 00:00:00	DMTR 1		56.3	ADOPTION	REHAB	2017-02-03 00:00:00	2017-01-26 00:00:00	DMTR 1	724.0					STRAY DOGS	2017-01-21 17:44:00	33	2017-01-28 12:27:00				2017-01-21 00:00:00	13.0	0.73889	6.77986	736.0		5.0	8.0
A163573	DOG	F	LABRADOR RETR		GERM SHEPHERD	3	K17-047372	PRO CUST	HEALTHY	2017-01-23 00:00:00		NORMAL	77.0		RTO	HEALTHY	2017-01-31 00:00:00	2017-02-01 00:00:00	NORMAL						PRO CUST	2017-01-23 09:23:00	PRO CUST	2017-01-23 09:23:00				2017-01-23 00:00:00	8.0	0.39097	0.0			9.0	-1.0
A131349	DOG	N	BOXER	2009-01-02 00:00:00	MIX	5	K17-047373	STRAY	HEALTHY	2017-01-23 00:00:00		NORMAL	113.6		RTO	HEALTHY	2017-01-23 00:00:00	2017-02-01 00:00:00	NORMAL	2943.0												2017-01-23 00:00:00	0.0					9.0	-9.0
A163577	CAT	M	DOMESTIC MH			C55	K17-047375	STRAY	REHAB	2017-01-23 00:00:00		CMTR 10	11.31		RTO	REHAB	2017-01-26 00:00:00	2017-01-27 00:00:00	CMTR 10						RECEIVING	2017-01-23 11:27:00	RECEIVING	2017-01-23 12:20:00				2017-01-23 00:00:00	3.0	0.47708	0.03681			4.0	-1.0
A017033	DOG	N	LHASA APSO	2005-03-20 00:00:00		24	K17-047379	STRAY	HEALTHY	2017-01-23 00:00:00		NORMAL	21.7		RTO	HEALTHY	2017-01-24 00:00:00	2017-01-27 00:00:00	NORMAL	4327.0												2017-01-23 00:00:00	1.0					4.0	-3.0
A163586	OTHER	F	LOP-ENGLISH			SMALL ANIM	K17-047380	STRAY	HEALTHY	2017-01-23 00:00:00		NORMAL	5.88		TRANS OHS	HEALTHY	2017-01-31 00:00:00	2017-01-27 00:00:00	NORMAL													2017-01-23 00:00:00	8.0					4.0	4.0
A163587	DOG	S	POMERANIAN	2013-01-28 00:00:00	MIX	26	K17-047381	STRAY	REHAB	2017-01-23 00:00:00		DMTR 1	23.8		ADOPTION	REHAB	2017-01-28 00:00:00	2017-01-27 00:00:00	DMTR 1	1456.0					STRAY DOGS	2017-01-23 17:23:00	5	2017-01-28 11:59:00				2017-01-23 00:00:00	5.0	0.72431	4.775			4.0	1.0
A163588	DOG	N	GOLDEN RETR			RECEIVING	K17-047382	STRAY	HEALTHY	2017-01-23 00:00:00		NORMAL			RTO		2017-01-23 00:00:00	2017-02-01 07:00:00														2017-01-23 00:00:00	0.0					9.29167	-9.29167
A163589	CAT	F	SIAMESE	2016-01-28 00:00:00		C41	K17-047383	STRAY	REHAB	2017-01-23 00:00:00		CMTR 13	7.44		TRANS OHS	REHAB	2017-01-31 00:00:00	2017-01-27 00:00:00	CMTR 13	361.0					STRAY CAT	2017-01-23 17:42:00	STRAY CAT	2017-01-23 17:44:00				2017-01-23 00:00:00	8.0	0.7375	0.00139			4.0	4.0
A163590	CAT	U	DOMESTIC SH			C58	K17-047384	STRAY	UNHEALTH	2017-01-23 00:00:00		CBUU 2			RESCUE OTH	UNHEALTHY	2017-01-26 00:00:00	2017-01-27 00:00:00	CBUU 2						STRAY CAT	2017-01-23 17:48:00	STRAY CAT	2017-01-23 17:48:00				2017-01-23 00:00:00	3.0	0.74167	0.0			4.0	-1.0
A151727	DOG	M	LABRADOR RETR	2016-06-06 00:00:00		RECEIVING	K17-047388	FOSTER-VO	HEALTHY	2017-01-24 00:00:00		NORMAL			TRANS OHS	HEALTHY	2017-01-24 00:00:00	2017-01-24 11:39:00	DBH	232.0					FOSTER	2017-01-24 11:39:00	FOSTER	2017-01-24 11:39:00	P124139	P124139		2017-01-24 00:00:00	0.0	0.48542	0.0			0.48542	-0.48542
A151730	DOG	F	LABRADOR RETR	2016-06-06 00:00:00	MIX	FOSTER	K17-047389	FOSTER-VO	HEALTHY	2017-01-24 00:00:00		NORMAL			TRANS OHS	HEALTHY	2017-01-24 00:00:00	2017-01-24 11:41:00	DBH	232.0									P124139	P124139		2017-01-24 00:00:00	0.0					0.48681	-0.48681
A151731	DOG	F	LABRADOR RETR	2016-06-06 00:00:00	MIX	FOSTER	K17-047390	FOSTER-VO	HEALTHY	2017-01-24 00:00:00		NORMAL			TRANS OHS	HEALTHY	2017-01-24 00:00:00	2017-01-24 11:44:00	DBH	232.0									P124139	P124139		2017-01-24 00:00:00	0.0					0.48889	-0.48889
A151732	DOG	F	LABRADOR RETR	2016-06-06 00:00:00	MIX	FOSTER	K17-047391	FOSTER-VO	HEALTHY	2017-01-24 00:00:00		NORMAL			TRANS OHS	HEALTHY	2017-01-24 00:00:00	2017-01-24 11:47:00	DBH	232.0									P124139	P124139		2017-01-24 00:00:00	0.0					0.49097	-0.49097
A151733	DOG	F	LABRADOR RETR	2016-06-06 00:00:00	MIX	FOSTER	K17-047392	FOSTER-VO	HEALTHY	2017-01-24 00:00:00		NORMAL			TRANS OHS	HEALTHY	2017-01-24 00:00:00	2017-01-24 11:49:00	DBH	232.0									P124139	P124139		2017-01-24 00:00:00	0.0					0.49236	-0.49236
A151728	DOG	M	LABRADOR RETR	2016-06-06 00:00:00	MIX	FOSTER	K17-047393	FOSTER-VO	HEALTHY	2017-01-24 00:00:00		NORMAL			TRANS OHS	HEALTHY	2017-01-24 00:00:00	2017-01-24 11:54:00	DBH	232.0									124139	124139		2017-01-24 00:00:00	0.0					0.49583	-0.49583
